 Name, City, IATA, Latitude, Longitude
Enrique Malek International Airport,David,DAV,8.390999794,-82.43499756
Panama Pacific International Airport,Howard,BLB,8.91479,-79.599602
Marcos A. Gelabert International Airport,Panama,PAC,8.973340034,-79.55560303
Ruben Cantu Airport,Santiago,SYP,8.085599899,-80.94529724
Tocumen International Airport,Panama City,PTY,9.071359634,-79.38349915
Buenos Aires Airport,Buenos Aires,BAI,9.163949,-83.330171
Coto 47 Airport,Coto 47,OTR,8.601559639,-82.96859741
Chacarita Airport,Chacarita,JAP,9.981410027,-84.77269745
El Carmen de Siquirres Airport,El Carmen,\N,10.20199966,-83.47219849
Finca 10 / Nuevo Palmar Sur Airport,Finca 10,\N,8.916350365,-83.50730133
Golfito Airport,Golfito,GLF,8.654009819,-83.18219757
Guapiles Airport,Guapiles,GPL,10.21720028,-83.79699707
Daniel Oduber Quiros International Airport,Liberia,LIR,10.5933,-85.544403
Los Chiles Airport,Los Chiles,LSL,11.03530025,-84.70610046
Limon International Airport,Limon,LIO,9.957960129,-83.02200317
Nosara Airport,Nosara Beach,NOB,9.976490021,-85.65299988
Juan Santamaria International Airport,San Jose,SJO,9.993860245,-84.20880127
Pandora Airport,Pandora,\N,9.732170105,-82.98320007
Palmar Sur Airport,Palmar Sur,PMZ,8.951029778,-83.46859741
Quepos Managua Airport,Quepos,XQP,9.443160057,-84.12979889
Santa Clara De Guapiles Airport,Santa Clara,\N,10.28829956,-83.71350098
San Vito De Java Airport,San Vito De Jaba,TOO,8.826109886,-82.95890045
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,SAL,13.4409,-89.055702
Ilopango International Airport,San Salvador,\N,13.69950008,-89.11990356
Les Cayes Airport,Cayes,CYA,18.27109909,-73.78829956
Cap Haitien International Airport,Cap Haitien,CAP,19.733,-72.194702
Jacmel Airport,Jacmel,JAK,18.24110031,-72.51850128
Toussaint Louverture International Airport,Port-au-prince,PAP,18.57999992,-72.29250336
Gustavo Rizo Airport,Baracoa Playa,BCA,20.36529922,-74.5062027
Carlos Manuel de Cespedes Airport,Bayamo,BYM,20.39640045,-76.62139893
Maximo Gomez Airport,Ciego De Avila,AVI,22.02709961,-78.78959656
Jardines Del Rey Airport,Cunagua,CCC,22.46100044,-78.32839966
Jaime Gonzalez Airport,Cienfuegos,CFG,22.14999962,-80.41419983
Vilo Acuña International Airport,Cayo Largo del Sur,CYO,21.61650085,-81.54599762
Ignacio Agramonte International Airport,Camaguey,CMW,21.42029953,-77.84750366
Antonio Maceo International Airport,Santiago De Cuba,SCU,19.96980095,-75.83540344
Florida Airport,Florida,\N,21.49970055,-78.20279694
Leeward Point Field,Guantanamo,NBW,19.90649986,-75.20709991
Mariana Grajales Airport,Guantanamo,GAO,20.08530045,-75.15830231
José Martí International Airport,Havana,HAV,22.98920059,-82.40910339
Frank Pais International Airport,Holguin,HOG,20.78560066,-76.31510162
La Coloma Airport,La Coloma,LCL,22.33609962,-83.64189911
Orestes Acosta Airport,Moa,MOA,20.65390015,-74.92220306
Sierra Maestra Airport,Manzanillo,MZO,20.28809929,-77.08920288
Rafael Cabrera Airport,Nueva Gerona,GER,21.83469963,-82.78379822
Playa Baracoa Airport,Baracoa Playa,UPB,23.03280067,-82.57939911
Pinar Del Rio Airport,Pinar Del Rio Norte,QPD,22.42140007,-83.67839813
San Antonio De Los Banos Airport,San Antonio De Banos,\N,22.87150002,-82.50930023
Abel Santamaria Airport,Santa Clara,SNU,22.49220085,-79.94360352
Joaquín de Agüero Airport,Santa Lucia,\N,21.50945591,-77.02059746
Siguanea Airport,Siguanea,SZJ,21.64249992,-82.95510101
Sancti Spiritus Airport,Sancti Spiritus,USS,21.9704,-79.442703
Juan Gualberto Gomez International Airport,Varadero,VRA,23.03440094,-81.43530273
Hermanos Ameijeiras Airport,Las Tunas,VTU,20.98760033,-76.93579865
Gerrard Smith International Airport,Cayman Brac,CYB,19.68700027,-79.88279724
Owen Roberts International Airport,Georgetown,GCM,19.2928009,-81.35769653
Clarence A. Bain Airport,Clarence Bain,MAY,24.28770065,-77.68460083
Andros Town Airport,Andros Town,ASD,24.69790077,-77.79560089
Leonard M Thompson International Airport,Marsh Harbor,MHH,26.5114,-77.083503
San Andros Airport,San Andros,SAQ,25.05380058,-78.0490036
Spring Point Airport,Spring Point,AXP,22.44179916,-73.97090149
Sandy Point Airport,Sandy Point,\N,26.00460052,-77.39550018
Treasure Cay Airport,Treasure Cay,TCB,26.74530029,-77.39129639
Chub Cay Airport,Chub Cay,CCZ,25.41710091,-77.88089752
Great Harbour Cay Airport,Bullocks Harbour,GHC,25.7383,-77.840103
South Bimini Airport,Alice Town,BIM,25.69989967,-79.26470184
Exuma International Airport,Great Exuma,GGT,23.56259918,-75.87799835
George Town Airport,George Town,\N,23.4666996,-75.78170013
North Eleuthera Airport,North Eleuthera,ELH,25.47489929,-76.6835022
Governor's Harbour Airport,Governor's Harbor,GHB,25.28470039,-76.33100128
Normans Cay Airport,Norman's Cay,NMC,24.59429932,-76.82019806
Rock Sound Airport,Rock Sound,RSD,24.89507873,-76.17688179
Staniel Cay Airport,Staniel Cay,TYM,24.16909981,-76.43910217
Grand Bahama International Airport,Freeport,FPO,26.55870056,-78.69560242
Inagua Airport,Matthew Town,IGA,20.97500038,-73.66690063
Deadman's Cay Airport,Dead Man's Cay,LGI,23.17900085,-75.09359741
Stella Maris Airport,Stella Maris,SML,23.582317,-75.268621
Mayaguana Airport,Mayaguana,MYG,22.379499,-73.013494
Lynden Pindling International Airport,Nassau,NAS,25.03899956,-77.46620178
Duncan Town Airport,Duncan Town,DCT,22.18180084,-75.72949982
Rum Cay Airport,Port Nelson,RCY,23.68440056,-74.8361969
San Salvador Airport,Cockburn Town,ZSA,24.06329918,-74.52400208
Philip S. W. Goldson International Airport,Belize City,BZE,17.53910065,-88.30819702
Aitutaki Airport,Aitutaki,AIT,-18.83090019,-159.7640076
Rarotonga International Airport,Avarua,RAR,-21.20269966,-159.8059998
Nadi International Airport,Nandi,NAN,-17.7553997,177.4429932
Nausori International Airport,Nausori,SUV,-18.04330063,178.5590057
Fua'amotu International Airport,Tongatapu,TBU,-21.24119949,-175.1499939
Vava'u International Airport,Vava'u,VAV,-18.58530045,-173.9620056
Bonriki International Airport,Tarawa,TRW,1.381639957,173.1470032
Tabiteuea North Airport,Tabiteuea North,TBF,-1.224470019,174.776001
Hihifo Airport,Wallis,WLS,-13.23830032,-176.1990051
Faleolo International Airport,Faleolo,APW,-13.82999992,-172.0079956
Pago Pago International Airport,Pago Pago,PPG,-14.33100033,-170.7100067
Rurutu Airport,Rurutu,RUR,-22.4340992,-151.3609924
Tubuai Airport,Tubuai,TUB,-23.36540031,-149.5240021
Anaa Airport,Anaa,AAA,-17.3526001,-145.5099945
Fangatau Airport,Fangatau,FGU,-15.81989956,-140.8869934
Tikehau Airport,Tikehau,TIH,-15.1196003,-148.2310028
Reao Airport,Reao,REA,-18.46590042,-136.4400024
Fakarava Airport,Fakarava,FAV,-16.05410004,-145.6569977
Manihi Airport,Manihi,XMH,-14.4368,-146.0700073
Totegegie Airport,Totegegie,GMR,-23.07990074,-134.8899994
Kaukura Airport,Kaukura Atoll,KKR,-15.66329956,-146.8849945
Makemo Airport,Makemo,MKP,-16.58390045,-143.6580048
Puka Puka Airport,Puka Puka,PKP,-14.80949974,-138.8130035
Takapoto Airport,Takapoto,TKP,-14.70950031,-145.2460022
Arutua Airport,Arutua,AXR,-15.2482996,-146.6170044
Mataiva Airport,Mataiva,MVT,-14.86810017,-148.7169952
Takaroa Airport,Takaroa,TKX,-14.45580006,-145.0249939
Nuku Hiva Airport,Nuku Hiva,NHV,-8.795599937,-140.2290039
Bora Bora Airport,Bora Bora,BOB,-16.44440079,-151.7510071
Rangiroa Airport,Rangiroa,RGI,-14.95429993,-147.6609955
Huahine-Fare Airport,Huahine Island,HUH,-16.68720055,-151.0220032
Moorea Airport,Moorea,MOZ,-17.49,-149.761993
Hao Airport,Hao Island,HOI,-18.07480049,-140.9459991
Maupiti Airport,Maupiti,MAU,-16.42650032,-152.2440033
Raiatea Airport,Raiatea Island,RFP,-16.7229,-151.466003
Bauerfield International Airport,Port-vila,VLI,-17.69930077,168.3200073
Koné Airport,Kone,KNQ,-21.05430031,164.8370056
Koumac Airport,Koumac,KOC,-20.54630089,164.2559967
Lifou Airport,Lifou,LIF,-20.77479935,167.2400055
Nouméa Magenta Airport,Noumea,GEA,-22.25830078,166.4730072
Maré Airport,Mare,MEE,-21.4817009,168.0379944
Touho Airport,Touho,TOU,-20.79000092,165.2590027
Ouvéa Airport,Ouvea,UVE,-20.6406002,166.572998
La Tontouta International Airport,Noumea,NOU,-22.01460075,166.2129974
Auckland International Airport,Auckland,AKL,-37.0080986,174.7920074
Taupo Airport,Taupo,TUO,-38.73970032,176.0839996
Ardmore Airport,Ardmore,AMZ,-37.02970123,174.9730072
Christchurch International Airport,Christchurch,CHC,-43.48939896,172.5319977
Chatham Islands-Tuuta Airport,Chatham Island,CHT,-43.81000137,-176.4570007
Dunedin Airport,Dunedin,DUD,-45.92810059,170.197998
Gisborne Airport,Gisborne,GIS,-38.66329956,177.9779968
Glentanner Airport,Glentanner,GTN,-43.90670013,170.128006
Hokitika Airfield,Hokitika,HKK,-42.71360016,170.9850006
Hamilton International Airport,Hamilton,HLZ,-37.86669922,175.3320007
Hastings Aerodrome,Hastings,\N,-39.646702,176.766998
Kerikeri Airport,Kerikeri,KKE,-35.26279831,173.9120026
Kaitaia Airport,Kaitaia,KAT,-35.06999969,173.2850037
Alexandra Airport,Alexandra,ALR,-45.21170044,169.3730011
Mount Cook Airport,Mount Cook,MON,-43.76499939,170.1329956
Manapouri Airport,Manapouri,TEU,-45.53310013,167.6499939
Hood Airport,Masterton,MRO,-40.97330093,175.6340027
New Plymouth Airport,New Plymouth,NPL,-39.00859833,174.1790009
Nelson Airport,Nelson,NSN,-41.2983017,173.220993
Invercargill Airport,Invercargill,IVC,-46.41239929,168.3130035
RNZAF Base Ohakea,Ohakea,OHA,-40.20600128,175.3880005
Oamaru Airport,Oamaru,OAM,-44.97000122,171.0820007
Palmerston North Airport,Palmerston North,PMR,-40.3205986,175.6170044
Paraparaumu Airport,Paraparaumu,PPQ,-40.90470123,174.9889984
Queenstown International Airport,Queenstown International,ZQN,-45.02109909,168.7389984
Rotorua Regional Airport,Rotorua,ROT,-38.10919952,176.3170013
Waiouru Airport,Waiouru,\N,-39.44639969,175.6580048
South Pole Station Airport,Stephen's Island,\N,-90,0
Tauranga Airport,Tauranga,TRG,-37.6719017,176.1959991
Timaru Airport,Timaru,TIU,-44.30279922,171.2250061
Pukaki Airport,Pukaki,TWZ,-44.23500061,170.1179962
Woodbourne Airport,Woodbourne,BHE,-41.5182991,173.8699951
Williams Field,Weydon,\N,-77.86740112,167.0570068
Wanaka Airport,Wanaka,WKA,-44.72219849,169.2460022
Wigram Airport,Wigram,\N,-43.55110168,172.5529938
Whakatane Airport,Whakatane,WHK,-37.92060089,176.9140015
Wellington International Airport,Wellington,WLG,-41.32720184,174.8049927
Wairoa Airport,Wairoa,WIR,-39.00690079,177.4069977
RNZAF Base Auckland-Whenuapai,Whenuapai,\N,-36.78779984,174.6300049
Whangarei Airport,Whangarei,WRE,-35.7682991,174.3650055
Westport Airport,Westport,WSZ,-41.73809814,171.5809937
Wanganui Airport,Wanganui,WAG,-39.96220016,175.0249939
Herat Airport,Herat,HEA,34.20999908,62.22829819
Jalalabad Airport,Jalalabad,JAA,34.39979935,70.49859619
Hamid Karzai International Airport,Kabul,KBL,34.565899,69.212303
Kandahar Airport,Kandahar,KDH,31.50580025,65.84780121
Maimana Airport,Maimama,MMZ,35.93080139,64.7609024
Mazar I Sharif Airport,Mazar-i-sharif,MZR,36.70690155,67.20970154
Shindand Airport,Shindand,OAH,33.3913002,62.26100159
Sheberghan Airport,Sheberghan,\N,36.75080109,65.91320038
Konduz Airport,Kunduz,UND,36.6651001,68.91079712
Bahrain International Airport,Bahrain,BAH,26.27079964,50.63359833
Sheik Isa Air Base,Bahrain,\N,25.91839981,50.59059906
Abha Regional Airport,Abha,AHB,18.24040031,42.65660095
Al Ahsa Airport,Al-ahsa,HOF,25.2852993,49.48519897
Al Baha Airport,El-baha,ABT,20.29610062,41.63430023
Bisha Airport,Bisha,BHH,19.9843998,42.6208992
Abqaiq Airport,Abqaiq,\N,25.91130066,49.59120178
King Fahd International Airport,Dammam,DMM,26.47120094,49.79790115
King Abdulaziz Air Base,Dhahran,DHA,26.26539993,50.15200043
Jizan Regional Airport,Gizan,GIZ,16.90110016,42.58580017
Gassim Airport,Gassim,ELQ,26.30279922,43.7743988
Gurayat Domestic Airport,Guriat,URY,31.412413,37.278898
Ha'il Airport,Hail,HAS,27.437901,41.686298
Jubail Airport,Jubail,QJB,27.03899956,49.40510178
King Faisal Naval Base,Jeddah,\N,21.34810066,39.17300034
King Abdulaziz International Airport,Jeddah,JED,21.6796,39.156502
King Khaled Military City Airport,King Khalid Mil.city,KMC,27.9009,45.528198
Prince Mohammad Bin Abdulaziz Airport,Madinah,MED,24.5534,39.705101
Nejran Airport,Nejran,EAM,17.6114006,44.4192009
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,AQI,28.335199,46.125099
Pump Station 3 Airport,Petroline 3,\N,25.17449951,47.48839951
Pump Station 6 Airport,Petroline 6,\N,24.71030045,44.96450043
Pump Station 10 Airport,Petroline 10,\N,24.1072998,41.0359993
Rabigh Airport,Rabigh,\N,22.70260048,39.06980133
Rafha Domestic Airport,Rafha,RAH,29.62639999,43.49060059
King Khaled International Airport,Riyadh,RUH,24.95759964,46.69879913
Ras Mishab Airport,Rash Mishab,\N,28.07959938,48.61100006
Arar Domestic Airport,Arar,RAE,30.90660095,41.13819885
Ras Tanura Airport,Ras Tanura,\N,26.72310066,50.03079987
Sharurah Airport,Sharurah,SHW,17.46689987,47.12139893
Sulayel Airport,Sulayel,SLF,20.4647007,45.61959839
Tabuk Airport,Tabuk,TUU,28.3654,36.6189
Ta’if Regional Airport,Taif,TIF,21.483001,40.543442
Thumamah Airport,Thumamah,\N,25.21299934,46.64099884
Ras Tanajib Airport,Ras Tanajib,\N,27.86779976,48.76910019
Turaif Domestic Airport,Turaif,TUI,31.692188,38.731544
Al Wajh Domestic Airport,Wejh,EJH,26.19860077,36.47639847
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,YNB,24.144199,38.0634
Abadan Airport,Abadan,ABD,30.37109947,48.22829819
Dezful Airport,Dezful,DEF,32.434399,48.397598
Aghajari Airport,Aghajari,AKW,30.7444,49.6772
Gachsaran Airport,Gachsaran,GCH,30.33760071,50.82799912
Shahid Asyaee Airport,Masjed Soleiman,\N,32.00239944,49.270401
Omidiyeh Airport,Omidyeh,OMI,30.83519936,49.53490067
Mahshahr Airport,Bandar Mahshahr,MRX,30.55620003,49.15190125
Ahwaz Airport,Ahwaz,AWZ,31.33740044,48.76200104
Abu Musa Island Airport,Abumusa I.,AEU,25.8757,55.033001
Bushehr Airport,Bushehr,BUZ,28.94479942,50.83459854
Bastak Airport,Bastak,\N,27.21269989,54.3185997
Asaloyeh Airport,Golbandi,\N,27.4814,52.615501
Kish International Airport,Kish Island,KIH,26.52619934,53.98020172
Bandar Lengeh Airport,Bandar Lengeh,BDH,26.53199959,54.82479858
Khark Island Airport,Khark Island,KHK,29.26029968,50.32389832
Sirri Island Airport,Siri Island,SXI,25.90889931,54.53939819
Lavan Island Airport,Lavan Island,LVP,26.81030083,53.35630035
Shahid Ashrafi Esfahani Airport,Bakhtaran,KSH,34.34590149,47.15810013
Sanandaj Airport,Sanandaj,SDG,35.2458992,47.00920105
Hesa Airport,Daran,IFH,32.92890167,51.56110001
Shahid Vatan Pour Air Base,Esfahan,\N,32.56700134,51.6916008
Kashan Airport,Kashan,KKS,33.895302,51.577
Esfahan Shahid Beheshti International Airport,Esfahan,IFN,32.75080109,51.86130142
Badr Air Base,Sepah,\N,32.62110138,51.6969986
Sardar-e-Jangal Airport,Rasht,RAS,37.323333,49.617778
Arak Airport,Arak,AJK,34.13809967,49.84730148
Ghazvin Azadi Airport,Abe-ali,\N,35.95209885,50.45080185
Kushke Nosrat Airport,Kushke Nosrat,\N,34.98400116,50.80619812
Doshan Tappeh Air Base,Teheran,\N,35.70299911,51.47510147
Ghale Morghi Airport,Teheran,\N,35.64479828,51.38069916
Mehrabad International Airport,Teheran,THR,35.68920135,51.31340027
Qazvin Airport,Ghazvin,GZW,36.240101,50.0471
Naja Airport,Khoram Dareh,\N,35.77629852,50.88100052
Bandar Abbas International Airport,Bandar Abbas,BND,27.21829987,56.37779999
Jiroft Airport,Jiroft,JYR,28.7269001,57.67029953
Kerman Airport,Kerman,KER,30.27440071,56.9510994
Havadarya Airport,Bandar Abbas,HDR,27.1583004,56.17250061
Dayrestan Airport,Gheshm I.,\N,26.75460052,55.90240097
Sirjan Airport,Sirjan,SYJ,29.55089951,55.67269897
Birjand Airport,Birjand,XBJ,32.89810181,59.26610184
Sarakhs Airport,Sarakhs,CKT,36.50120163,61.06489944
Shahroud Airport,Emam Shahr,RUD,36.4253006,55.10419846
Tabas Airport,Tabas,TCX,33.6678009,56.8927002
Kalaleh Airport,Kalaleh,KLM,37.38330078,55.45199966
Ramsar Airport,Ramsar,RZR,36.90990067,50.67959976
Fasa Airport,Fasa,FAZ,28.89179993,53.72330093
Jahrom Airport,Jahrom,JAR,28.58670044,53.57910156
Lamerd Airport,Lamerd,LFM,27.37269974,53.18880081
Shiraz Shahid Dastghaib International Airport,Shiraz,SYZ,29.53919983,52.58980179
Khoy Airport,Khoy,KHY,38.42750168,44.97359848
Tabriz International Airport,Tabriz,TBZ,38.13389969,46.23500061
Zanjan Airport,Zanjan,JWN,36.77370071,48.3594017
Shahid Sadooghi Airport,Yazd,AZD,31.9048996,54.2765007
Zabol Airport,Zabol,ACZ,31.09830093,61.54389954
Konarak Airport,Chah Bahar,ZBR,25.44330025,60.38209915
Zahedan International Airport,Zahedan,ZAH,29.47570038,60.90620041
Iran Shahr Airport,Iran Shahr,IHR,27.23609924,60.72000122
Saravan Airport,Saravan,\N,27.41930008,62.31579971
Queen Alia International Airport,Amman,AMM,31.72260094,35.99319839
Amman-Marka International Airport,Amman,ADJ,31.97270012,35.99160004
Aqaba King Hussein International Airport,Aqaba,AQJ,29.61160088,35.01810074
Prince Hassan Air Base,Hotel Four,\N,32.160702,37.149399
Jerusalem Airport,Jerusalem,\N,31.86470032,35.21920013
King Hussein Air College,Mafraq,OMF,32.3564,36.259201
Kuwait International Airport,Kuwait,KWI,29.22660065,47.96889877
Beirut Rafic Hariri International Airport,Beirut,BEY,33.82089996,35.48839951
Rene Mouawad Air Base,Kleiat,KYE,34.58929825,36.01129913
Abu Dhabi International Airport,Abu Dhabi,AUH,24.43300056,54.65110016
Bateen Airport,Abu Dhabi,AZI,24.42830086,54.45809937
Al Hamra Aux Airport,Al Hamra,\N,24.0739994,52.46360016
Jebel Dhana Airport,Jebel Dhana,\N,24.18740082,52.61399841
Al Dhafra Air Base,Abu Dhabi,DHF,24.24819946,54.54769897
Arzanah Airport,Arzana,\N,24.78050041,52.55989838
Das Island Airport,Das Island,\N,25.14620018,52.87369919
Zirku Airport,Zirku,\N,24.86249161,53.07714081
Dubai International Airport,Dubai,DXB,25.25279999,55.36439896
Fujairah International Airport,Fujeirah,FJR,25.11219978,56.32400131
Ras Al Khaimah International Airport,Ras Al Khaimah,RKT,25.6135006,55.93880081
Sharjah International Airport,Sharjah,SHJ,25.32859993,55.51720047
Khasab Air Base,Khasab,KHS,26.17099953,56.24060059
Masirah Air Base,Masirah,MSH,20.67539978,58.89049911
Muscat International Airport,Muscat,MCT,23.59329987,58.28440094
Salalah Airport,Salalah,SLL,17.0387001,54.09130096
Thumrait Air Base,Thumrait,TTH,17.66600037,54.02460098
Bhagatanwala Airport,Bhagtanwala,BHW,32.05609894,72.9484024
Faisalabad International Airport,Faisalabad,LYP,31.36499977,72.99479675
Gwadar International Airport,Gwadar,GWD,25.23329926,62.32949829
Gilgit Airport,Gilgit,GIL,35.91880035,74.33360291
Shahbaz Air Base,Jacobsbad,JAG,28.28420067,68.4496994
Jinnah International Airport,Karachi,KHI,24.9065,67.160797
Alama Iqbal International Airport,Lahore,LHE,31.52160072,74.4036026
Walton Airport,Lahore,\N,31.49480057,74.34619904
Mangla Airport,Mangla,XJM,33.05009842,73.63839722
Muzaffarabad Airport,Muzaffarabad,MFG,34.3390007,73.50859833
Mianwali Air Base,Mianwali,MWD,32.56309891,71.5707016
Moenjodaro Airport,Moenjodaro,MJD,27.33519936,68.14309692
Masroor Air Base,Karachi,\N,24.89360046,66.938797
Multan International Airport,Multan,MUX,30.20319939,71.4190979
Shaheed Benazirabad Airport,Nawabshah,WNS,26.2194,68.390099
Okara Cantonment Airstrip,Okara,\N,30.74099922,73.35769653
Panjgur Airport,Panjgur,PJG,26.9545002,64.13249969
Pasni Airport,Pasni,PSI,25.29050064,63.3451004
Peshawar International Airport,Peshawar,PEW,33.9939003,71.51460266
Qasim Airport,Qasim,\N,33.56019974,73.03320313
Quetta International Airport,Quetta,UET,30.25139999,66.93779755
Shaikh Zaid Airport,Rahim Yar Khan,RYK,28.38389969,70.27960205
Benazir Bhutto International Airport,Islamabad,\N,33.616699,73.099197
Risalpur Air Base,Risalpur,\N,34.08110046,71.97260284
Rawalakot Airport,Rawala Kot,RAZ,33.84970093,73.79810333
Sukkur Airport,Sukkur,SKZ,27.72200012,68.79170227
Saidu Sharif Airport,Saidu Sharif,SDT,34.81359863,72.35279846
Sui Airport,Sui,SUL,28.64509964,69.17690277
Talhar Airport,Talhar,BDN,24.84149933,68.83840179
